Name,Name,Actions,Species,Database,DrugBank ID
Palonosetron,1A2,substrate,Not Specified,DrugBank,DB00377
Mexiletine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00379
Amlodipine,1A2,inhibitor,Not Specified,DrugBank,DB00381
Tacrine,1A2,substrate,Not Specified,DrugBank,DB00382
Triamterene,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00384
Phenylephrine,1A2,inducer,Not Specified,DrugBank,DB00388
Progesterone,1A2,substrate,Not Specified,DrugBank,DB00396
Phenylpropanolamine,1A2,inhibitor,Not Specified,DrugBank,DB00397
Sorafenib,1A2,inhibitor,Not Specified,DrugBank,DB00398
Griseofulvin,1A2,inducer,Not Specified,DrugBank,DB00400
Nisoldipine,1A2,inhibitor,Not Specified,DrugBank,DB00401
Rosiglitazone,1A2,inhibitor,Not Specified,DrugBank,DB00412
Secobarbital,1A2,inducer,Not Specified,DrugBank,DB00418
Promazine,1A2,substrate,Not Specified,DrugBank,DB00420
Zolpidem,1A2,substrate,Not Specified,DrugBank,DB00425
Streptozocin,1A2,inducer,Not Specified,DrugBank,DB00428
Nitric Oxide,1A2,substrate,Not Specified,DrugBank,DB00435
Lansoprazole,1A2,inducer,Not Specified,DrugBank,DB00448
Imipramine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00458
Nabumetone,1A2,substrate,Not Specified,DrugBank,DB00461
Enoxacin,1A2,inhibitor,Not Specified,DrugBank,DB00467
Quinine,1A2,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00468
Fluoxetine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00472
Duloxetine,1A2,substrate,Not Specified,DrugBank,DB00476
Chlorpromazine,1A2,substrate,Not Specified,DrugBank,DB00477
Pefloxacin,1A2,inhibitor,Not Specified,DrugBank,DB00487
Flutamide,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00499
Cimetidine,1A2,inhibitor,Not Specified,DrugBank,DB00501
Haloperidol,1A2,substrate,Not Specified,DrugBank,DB00502
Ritonavir,1A2,"substrate, inducer",Not Specified,DrugBank,DB00503
Albendazole,1A2,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00518
Alitretinoin,1A2,inhibitor,Not Specified,DrugBank,DB00523
Oxaliplatin,1A2,substrate,Not Specified,DrugBank,DB00526
Erlotinib,1A2,substrate,Not Specified,DrugBank,DB00530
Mephenytoin,1A2,substrate,Not Specified,DrugBank,DB00532
Rofecoxib,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00533
Ciprofloxacin,1A2,inhibitor,Not Specified,DrugBank,DB00537
Toremifene,1A2,substrate,Not Specified,DrugBank,DB00539
Nortriptyline,1A2,substrate,Not Specified,DrugBank,DB00540
Fluorouracil,1A2,substrate,Not Specified,DrugBank,DB00544
Zafirlukast,1A2,inhibitor,Not Specified,DrugBank,DB00549
Methoxsalen,1A2,inhibitor,Not Specified,DrugBank,DB00553
Carbamazepine,1A2,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00564
Cinnarizine,1A2,substrate,Not Specified,DrugBank,DB00568
Propranolol,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00571
Atropine,1A2,inhibitor,Not Specified,DrugBank,DB00572
Clonidine,1A2,substrate,Not Specified,DrugBank,DB00575
Diclofenac,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00586
Cisapride,1A2,substrate,Not Specified,DrugBank,DB00604
Sulindac,1A2,inhibitor,Not Specified,DrugBank,DB00605
Nafcillin,1A2,inducer,Not Specified,DrugBank,DB00607
Rifabutin,1A2,substrate,Not Specified,DrugBank,DB00615
Imatinib,1A2,substrate,Not Specified,DrugBank,DB00619
Fluphenazine,1A2,inhibitor,Not Specified,DrugBank,DB00623
Efavirenz,1A2,inhibitor,Not Specified,DrugBank,DB00625
Guanabenz,1A2,substrate,Not Specified,DrugBank,DB00629
Dexmedetomidine,1A2,inhibitor,Not Specified,DrugBank,DB00633
Estrone,1A2,substrate,Not Specified,DrugBank,DB00655
Verapamil,1A2,substrate,Not Specified,DrugBank,DB00661
Epinephrine,1A2,inhibitor,Not Specified,DrugBank,DB00668
Aprepitant,1A2,substrate,Not Specified,DrugBank,DB00673
Tamoxifen,1A2,substrate,Not Specified,DrugBank,DB00675
Losartan,1A2,inhibitor,Not Specified,DrugBank,DB00678
Thioridazine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00679
Warfarin,1A2,substrate,Not Specified,DrugBank,DB00682
Daunorubicin,1A2,substrate,Not Specified,DrugBank,DB00694
Ergotamine,1A2,substrate,Not Specified,DrugBank,DB00696
Tizanidine,1A2,substrate,Not Specified,DrugBank,DB00697
Delavirdine,1A2,inhibitor,Not Specified,DrugBank,DB00705
Imiquimod,1A2,substrate,Not Specified,DrugBank,DB00724
Thiabendazole,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00730
Meclizine,1A2,inhibitor,Not Specified,DrugBank,DB00737
Pentamidine,1A2,substrate,Not Specified,DrugBank,DB00738
Riluzole,1A2,substrate,Not Specified,DrugBank,DB00740
Zileuton,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00744
Modafinil,1A2,"inhibitor,inducer",Not Specified,DrugBank,DB00745
Tranylcypromine,1A2,inhibitor,Not Specified,DrugBank,DB00752
Clopidogrel,1A2,substrate,Not Specified,DrugBank,DB00758
Methimazole,1A2,inhibitor,Not Specified,DrugBank,DB00763
Malathion,1A2,substrate,Not Specified,DrugBank,DB00772
Etoposide,1A2,substrate,Not Specified,DrugBank,DB00773
Roxithromycin,1A2,inhibitor,Not Specified,DrugBank,DB00778
Estradiol,1A2,substrate,Not Specified,DrugBank,DB00783
Naproxen,1A2,substrate,Not Specified,DrugBank,DB00788
Primidone,1A2,inducer,Not Specified,DrugBank,DB00794
Pentoxifylline,1A2,substrate,Not Specified,DrugBank,DB00806
Propofol,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00818
Diazepam,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00829
Trifluoperazine,1A2,substrate,Not Specified,DrugBank,DB00831
Perphenazine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00850
Dacarbazine,1A2,substrate,Not Specified,DrugBank,DB00851
Terbinafine,1A2,substrate,Not Specified,DrugBank,DB00857
Ranitidine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00863
Clomifene,1A2,inhibitor,Not Specified,DrugBank,DB00882
Ethanol,1A2,substrate,Not Specified,DrugBank,DB00898
Ondansetron,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00904
Quinidine,1A2,inhibitor,Not Specified,DrugBank,DB00908
Dinoprostone,1A2,substrate,Not Specified,DrugBank,DB00917
Almotriptan,1A2,substrate,Not Specified,DrugBank,DB00918
Buprenorphine,1A2,inhibitor,Not Specified,DrugBank,DB00921
Cyclobenzaprine,1A2,substrate,Not Specified,DrugBank,DB00924
Maprotiline,1A2,substrate,Not Specified,DrugBank,DB00934
Isoniazid,1A2,inhibitor,Not Specified,DrugBank,DB00951
Rizatriptan,1A2,substrate,Not Specified,DrugBank,DB00953
Desloratadine,1A2,inhibitor,Not Specified,DrugBank,DB00967
Alosetron,1A2,substrate,Not Specified,DrugBank,DB00969
Azelastine,1A2,substrate,Not Specified,DrugBank,DB00972
Edetic Acid,1A2,inhibitor,Not Specified,DrugBank,DB00974
Telithromycin,1A2,substrate,Not Specified,DrugBank,DB00976
Lomefloxacin,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00978
Ramelteon,1A2,substrate,Not Specified,DrugBank,DB00980
Dopamine,1A2,inhibitor,Not Specified,DrugBank,DB00988
Frovatriptan,1A2,substrate,Not Specified,DrugBank,DB00998
Levobupivacaine,1A2,substrate,Not Specified,DrugBank,DB01002
Tioconazole,1A2,inhibitor,Not Specified,DrugBank,DB01007
Cinacalcet,1A2,substrate,Not Specified,DrugBank,DB01012
Clobetasol propionate,1A2,inhibitor,Not Specified,DrugBank,DB01013
Ketoconazole,1A2,inhibitor,Not Specified,DrugBank,DB01026
Methoxyflurane,1A2,substrate,Not Specified,DrugBank,DB01028
Irbesartan,1A2,inhibitor,Not Specified,DrugBank,DB01029
Selegiline,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB01037
Thalidomide,1A2,substrate,Not Specified,DrugBank,DB01041
Rifampicin,1A2,inducer,Not Specified,DrugBank,DB01045
Tocainide,1A2,inhibitor,Not Specified,DrugBank,DB01056
Praziquantel,1A2,substrate,Not Specified,DrugBank,DB01058
Norfloxacin,1A2,inhibitor,Not Specified,DrugBank,DB01059
Melatonin,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB01065
Diphenhydramine,1A2,substrate,Not Specified,DrugBank,DB01075
Tegaserod,1A2,inhibitor,Not Specified,DrugBank,DB01079
Primaquine,1A2,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01087
Hesperetin,1A2,substrate,Not Specified,DrugBank,DB01094
Fluvastatin,1A2,inhibitor,Not Specified,DrugBank,DB01095
Leflunomide,1A2,substrate,Not Specified,DrugBank,DB01097
Pimozide,1A2,substrate,Not Specified,DrugBank,DB01100
Sertraline,1A2,substrate,Not Specified,DrugBank,DB01104
Miconazole,1A2,inhibitor,Not Specified,DrugBank,DB01110
Nifedipine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB01115
Amiodarone,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB01118
Rabeprazole,1A2,inducer,Not Specified,DrugBank,DB01129
Proguanil,1A2,substrate,Not Specified,DrugBank,DB01131
Carvedilol,1A2,substrate,Not Specified,DrugBank,DB01136
Levofloxacin,1A2,inhibitor,Not Specified,DrugBank,DB01137
Doxepin,1A2,substrate,Not Specified,DrugBank,DB01142
Desipramine,1A2,substrate,Not Specified,DrugBank,DB01151
Bupropion,1A2,substrate,Not Specified,DrugBank,DB01156
Ofloxacin,1A2,inhibitor,Not Specified,DrugBank,DB01165
Cilostazol,1A2,substrate,Not Specified,DrugBank,DB01166
Moclobemide,1A2,inhibitor,Not Specified,DrugBank,DB01171
Phenobarbital,1A2,inducer,Not Specified,DrugBank,DB01174
Propafenone,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB01182
Domperidone,1A2,substrate,Not Specified,DrugBank,DB01184
Dexfenfluramine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB01191
Bromocriptine,1A2,inhibitor,Not Specified,DrugBank,DB01200
Clarithromycin,1A2,inhibitor,Not Specified,DrugBank,DB01211
Anastrozole,1A2,inhibitor,Not Specified,DrugBank,DB01217
Aminophylline,1A2,substrate,Not Specified,DrugBank,DB01223
Gemfibrozil,1A2,inhibitor,Not Specified,DrugBank,DB01241
Clomipramine,1A2,substrate,Not Specified,DrugBank,DB01242
Dasatinib,1A2,substrate,Not Specified,DrugBank,DB01254
Lumiracoxib,1A2,substrate,Not Specified,DrugBank,DB01283
Oxtriphylline,1A2,substrate,Not Specified,DrugBank,DB01303
Insulin Aspart,1A2,inducer,Not Specified,DrugBank,DB01306
Insulin Detemir,1A2,inducer,Not Specified,DrugBank,DB01307
Insulin Glulisine,1A2,inducer,Not Specified,DrugBank,DB01309
Hexobarbital,1A2,substrate,Not Specified,DrugBank,DB01355
Rasagiline,1A2,substrate,Not Specified,DrugBank,DB01367
Mibefradil,1A2,inhibitor,Not Specified,DrugBank,DB01388
Methotrimeprazine,1A2,inhibitor,Not Specified,DrugBank,DB01403
Temafloxacin,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB01405
Clenbuterol,1A2,substrate,Not Specified,DrugBank,DB01407
Theobromine,1A2,substrate,Not Specified,DrugBank,DB01412
Acenocoumarol,1A2,substrate,Not Specified,DrugBank,DB01418
Aminophenazone,1A2,substrate,Not Specified,DrugBank,DB01424
Antipyrine,1A2,substrate,Not Specified,DrugBank,DB01435
Flunitrazepam,1A2,substrate,Not Specified,DrugBank,DB01544
Bromazepam,1A2,substrate,Not Specified,DrugBank,DB01558
Lopinavir,1A2,inhibitor,Not Specified,DrugBank,DB01601
Pipotiazine,1A2,substrate,Not Specified,DrugBank,DB01621
Thiothixene,1A2,substrate,Not Specified,DrugBank,DB01623
Etoricoxib,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB01628
Genistein,1A2,substrate,Not Specified,DrugBank,DB01645
Resveratrol,1A2,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB02709
Phenacetin,1A2,substrate,Not Specified,DrugBank,DB03783
Estropipate,1A2,substrate,Not Specified,DrugBank,DB04574
Dantron,1A2,inducer,Not Specified,DrugBank,DB04816
Flunarizine,1A2,substrate,Not Specified,DrugBank,DB04841
Lorcaserin,1A2,substrate,Not Specified,DrugBank,DB04871
Clevidipine,1A2,substrate,Not Specified,DrugBank,DB04920
Iloperidone,1A2,substrate,Not Specified,DrugBank,DB04946
RHIIP,1A2,inducer,Not Specified,DrugBank,DB05215
Rotigotine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB05271
inhaled insulin,1A2,inducer,Not Specified,DrugBank,DB05278
HIIP,1A2,inducer,Not Specified,DrugBank,DB05283
Abiraterone,1A2,inhibitor,Not Specified,DrugBank,DB05812
Mianserin,1A2,substrate,Not Specified,DrugBank,DB06148
Eltrombopag,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB06210
Asenapine,1A2,substrate,Not Specified,DrugBank,DB06216
Simeprevir,1A2,inhibitor,Not Specified,DrugBank,DB06290
Dapagliflozin,1A2,substrate,Not Specified,DrugBank,DB06292
Armodafinil,1A2,inducer,Not Specified,DrugBank,DB06413
Pazopanib,1A2,substrate,Not Specified,DrugBank,DB06589
Agomelatine,1A2,inhibitor,Not Specified,DrugBank,DB06594
Apixaban,1A2,substrate,Not Specified,DrugBank,DB06605
Axitinib,1A2,substrate,Not Specified,DrugBank,DB06626
Nilvadipine,1A2,inhibitor,Not Specified,DrugBank,DB06712
beta-Naphthoflavone,1A2,inducer,Not Specified,DrugBank,DB06732
Benzyl alcohol,1A2,substrate,Not Specified,DrugBank,DB06770
Niclosamide,1A2,inhibitor,Not Specified,DrugBank,DB06803
Sulconazole,1A2,inhibitor,Not Specified,DrugBank,DB06820
Rilpivirine,1A2,inducer,Not Specified,DrugBank,DB08864
Vemurafenib,1A2,inhibitor,Not Specified,DrugBank,DB08881
Pomalidomide,1A2,substrate,Not Specified,DrugBank,DB08910
Lumacaftor,2C8,"inhibitor, inducer",Not Specified,DrugBank,DB09280
Olodaterol,2C8,substrate,Not Specified,DrugBank,DB09080
Idelalisib,2C8,inhibitor,Not Specified,DrugBank,DB09054
Levomilnacipran,2C8,substrate,Not Specified,DrugBank,DB08918
Dabrafenib,2C8,substrate,Not Specified,DrugBank,DB08912
Trametinib,2C8,inhibitor,Not Specified,DrugBank,DB08911
Ponatinib,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB08901
Enzalutamide,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB08899
Regorafenib,2C8,inhibitor,Not Specified,DrugBank,DB08896
Pitavastatin,2C8,substrate,Not Specified,DrugBank,DB08860
Vismodegib,2C8,inhibitor,Not Specified,DrugBank,DB08828
Cabazitaxel,2C8,substrate,Not Specified,DrugBank,DB06772
Benzyl alcohol,2C8,substrate,Not Specified,DrugBank,DB06770
Ketobemidone,2C8,substrate,Not Specified,DrugBank,DB06738
Sulfaphenazole,2C8,inhibitor,Not Specified,DrugBank,DB06729
Nilvadipine,2C8,inhibitor,Not Specified,DrugBank,DB06712
Apixaban,2C8,substrate,Not Specified,DrugBank,DB06605
Pazopanib,2C8,substrate,Not Specified,DrugBank,DB06589
Eltrombopag,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB06210
Abiraterone,2C8,inhibitor,Not Specified,DrugBank,DB05812
Beraprost,2C8,substrate,Not Specified,DrugBank,DB05229
Nilotinib,2C8,inhibitor,Not Specified,DrugBank,DB04868
Licofelone,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB04725
Quercetin,2C8,inhibitor,Not Specified,DrugBank,DB04216
Rutin,2C8,inhibitor,Not Specified,DrugBank,DB01698
Liotrix,2C8,inhibitor,Not Specified,DrugBank,DB01583
Antipyrine,2C8,substrate,Not Specified,DrugBank,DB01435
Aminophenazone,2C8,substrate,Not Specified,DrugBank,DB01424
Colchicine,2C8,"inhibitor, inducer",Not Specified,DrugBank,DB01394
Bezafibrate,2C8,inhibitor,Not Specified,DrugBank,DB01393
Troleandomycin,2C8,inhibitor,Not Specified,DrugBank,DB01361
Fosphenytoin,2C8,"substrate, inducer",Not Specified,DrugBank,DB01320
Sitagliptin,2C8,substrate,Not Specified,DrugBank,DB01261
Lapatinib,2C8,substrate,Not Specified,DrugBank,DB01259
Gemfibrozil,2C8,"inhibitor, inducer",Not Specified,DrugBank,DB01241
Dexamethasone,2C8,inducer,Not Specified,DrugBank,DB01234
Saquinavir,2C8,inhibitor,Not Specified,DrugBank,DB01232
Paclitaxel,2C8,substrate,Not Specified,DrugBank,DB01229
Ketamine,2C8,substrate,Not Specified,DrugBank,DB01221
Halofantrine,2C8,substrate,Not Specified,DrugBank,DB01218
Rifapentine,2C8,inducer,Not Specified,DrugBank,DB01201
Zopiclone,2C8,substrate,Not Specified,DrugBank,DB01198
Domperidone,2C8,substrate,Not Specified,DrugBank,DB01184
Naloxone,2C8,substrate,Not Specified,DrugBank,DB01183
Propafenone,2C8,inhibitor,Not Specified,DrugBank,DB01182
Ifosfamide,2C8,"substrate, inducer",Not Specified,DrugBank,DB01181
Phenobarbital,2C8,inducer,Not Specified,DrugBank,DB01174
Bupropion,2C8,substrate,Not Specified,DrugBank,DB01156
Sulfinpyrazone,2C8,substrate,Not Specified,DrugBank,DB01138
Pioglitazone,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB01132
Tolbutamide,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB01124
Amiodarone,2C8,substrate,Not Specified,DrugBank,DB01118
Nifedipine,2C8,inhibitor,Not Specified,DrugBank,DB01115
Fluvastatin,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB01095
Tegaserod,2C8,inhibitor,Not Specified,DrugBank,DB01079
Atorvastatin,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB01076
Oxybutynin,2C8,inhibitor,Not Specified,DrugBank,DB01062
Ibuprofen,2C8,substrate,Not Specified,DrugBank,DB01050
Rifampicin,2C8,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01045
Fenofibrate,2C8,inhibitor,Not Specified,DrugBank,DB01039
Selegiline,2C8,substrate,Not Specified,DrugBank,DB01037
Probenecid,2C8,inducer,Not Specified,DrugBank,DB01032
Irbesartan,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB01029
Ketoconazole,2C8,inhibitor,Not Specified,DrugBank,DB01026
Felodipine,2C8,inhibitor,Not Specified,DrugBank,DB01023
Sulfamethoxazole,2C8,inhibitor,Not Specified,DrugBank,DB01015
Ketoprofen,2C8,inhibitor,Not Specified,DrugBank,DB01009
Tioconazole,2C8,inhibitor,Not Specified,DrugBank,DB01007
Ethinyl Estradiol,2C8,inhibitor,Not Specified,DrugBank,DB00977
Azelastine,2C8,substrate,Not Specified,DrugBank,DB00972
Isoniazid,2C8,inhibitor,Not Specified,DrugBank,DB00951
Phenprocoumon,2C8,substrate,Not Specified,DrugBank,DB00946
Acetylsalicylic acid,2C8,substrate,Not Specified,DrugBank,DB00945
Salmeterol,2C8,inhibitor,Not Specified,DrugBank,DB00938
Buprenorphine,2C8,substrate,Not Specified,DrugBank,DB00921
Almotriptan,2C8,substrate,Not Specified,DrugBank,DB00918
Metronidazole,2C8,inhibitor,Not Specified,DrugBank,DB00916
Repaglinide,2C8,substrate,Not Specified,DrugBank,DB00912
Quinidine,2C8,substrate,Not Specified,DrugBank,DB00908
Cocaine,2C8,inhibitor,Not Specified,DrugBank,DB00907
Triazolam,2C8,inhibitor,Not Specified,DrugBank,DB00897
Terbinafine,2C8,substrate,Not Specified,DrugBank,DB00857
Perphenazine,2C8,substrate,Not Specified,DrugBank,DB00850
Loperamide,2C8,substrate,Not Specified,DrugBank,DB00836
Brompheniramine,2C8,substrate,Not Specified,DrugBank,DB00835
Diazepam,2C8,substrate,Not Specified,DrugBank,DB00829
Propofol,2C8,substrate,Not Specified,DrugBank,DB00818
Meloxicam,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00814
Tazarotene,2C8,substrate,Not Specified,DrugBank,DB00799
Candesartan,2C8,inhibitor,Not Specified,DrugBank,DB00796
Primidone,2C8,inducer,Not Specified,DrugBank,DB00794
Naproxen,2C8,substrate,Not Specified,DrugBank,DB00788
Mefenamic acid,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00784
Estradiol,2C8,substrate,Not Specified,DrugBank,DB00783
Phenelzine,2C8,inhibitor,Not Specified,DrugBank,DB00780
Etoposide,2C8,inhibitor,Not Specified,DrugBank,DB00773
Mometasone,2C8,inhibitor,Not Specified,DrugBank,DB00764
Clopidogrel,2C8,inhibitor,Not Specified,DrugBank,DB00758
Tretinoin,2C8,substrate,Not Specified,DrugBank,DB00755
Carbinoxamine,2C8,substrate,Not Specified,DrugBank,DB00748
Hydrocortisone,2C8,inducer,Not Specified,DrugBank,DB00741
Pentamidine,2C8,substrate,Not Specified,DrugBank,DB00738
Paroxetine,2C8,inhibitor,Not Specified,DrugBank,DB00715
Delavirdine,2C8,inhibitor,Not Specified,DrugBank,DB00705
Amprenavir,2C8,substrate,Not Specified,DrugBank,DB00701
Mycophenolate mofetil,2C8,substrate,Not Specified,DrugBank,DB00688
Warfarin,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00682
Thioridazine,2C8,inhibitor,Not Specified,DrugBank,DB00679
Losartan,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00678
Tamoxifen,2C8,inhibitor,Not Specified,DrugBank,DB00675
Nilutamide,2C8,inhibitor,Not Specified,DrugBank,DB00665
Verapamil,2C8,substrate,Not Specified,DrugBank,DB00661
Dextropropoxyphene,2C8,inhibitor,Not Specified,DrugBank,DB00647
Simvastatin,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00641
Testosterone,2C8,substrate,Not Specified,DrugBank,DB00624
Nicardipine,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00622
Paramethadione,2C8,substrate,Not Specified,DrugBank,DB00617
Amodiaquine,2C8,substrate,Not Specified,DrugBank,DB00613
Chloroquine,2C8,substrate,Not Specified,DrugBank,DB00608
Cisapride,2C8,substrate,Not Specified,DrugBank,DB00604
Medroxyprogesterone Acetate,2C8,inhibitor,Not Specified,DrugBank,DB00603
Diclofenac,2C8,substrate,Not Specified,DrugBank,DB00586
Carbamazepine,2C8,"substrate, inducer",Not Specified,DrugBank,DB00564
Piroxicam,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00554
Zafirlukast,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00549
Fluorouracil,2C8,substrate,Not Specified,DrugBank,DB00544
Rofecoxib,2C8,substrate,Not Specified,DrugBank,DB00533
Mephenytoin,2C8,substrate,Not Specified,DrugBank,DB00532
Cyclophosphamide,2C8,"substrate, inducer",Not Specified,DrugBank,DB00531
Erlotinib,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00530
Dextromethorphan,2C8,substrate,Not Specified,DrugBank,DB00514
Ritonavir,2C8,"inhibitor, inducer",Not Specified,DrugBank,DB00503
Cimetidine,2C8,inhibitor,Not Specified,DrugBank,DB00501
Zidovudine,2C8,substrate,Not Specified,DrugBank,DB00495
Raloxifene,2C8,inhibitor,Not Specified,DrugBank,DB00481
Montelukast,2C8,inhibitor,Not Specified,DrugBank,DB00471
Quinine,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00468
Loratadine,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00455
Levothyroxine,2C8,inhibitor,Not Specified,DrugBank,DB00451
Lansoprazole,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00448
Chloramphenicol,2C8,inhibitor,Not Specified,DrugBank,DB00446
Trimethoprim,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00440
Cerivastatin,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00439
Spironolactone,2C8,inhibitor,Not Specified,DrugBank,DB00421
Secobarbital,2C8,inducer,Not Specified,DrugBank,DB00418
Rosiglitazone,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00412
Eszopiclone,2C8,substrate,Not Specified,DrugBank,DB00402
Sorafenib,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00398
Progesterone,2C8,substrate,Not Specified,DrugBank,DB00396
Amlodipine,2C8,inhibitor,Not Specified,DrugBank,DB00381
Mirtazapine,2C8,substrate,Not Specified,DrugBank,DB00370
Clozapine,2C8,substrate,Not Specified,DrugBank,DB00363
Sulfadiazine,2C8,substrate,Not Specified,DrugBank,DB00359
Trimethadione,2C8,substrate,Not Specified,DrugBank,DB00347
Diltiazem,2C8,substrate,Not Specified,DrugBank,DB00343
Terfenadine,2C8,inhibitor,Not Specified,DrugBank,DB00342
Omeprazole,2C8,substrate,Not Specified,DrugBank,DB00338
Methadone,2C8,substrate,Not Specified,DrugBank,DB00333
Amitriptyline,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00321
Acetaminophen,2C8,substrate,Not Specified,DrugBank,DB00316
Valproic Acid,2C8,inhibitor,Not Specified,DrugBank,DB00313
Morphine,2C8,substrate,Not Specified,DrugBank,DB00295
Lidocaine,2C8,substrate,Not Specified,DrugBank,DB00281
Theophylline,2C8,substrate,Not Specified,DrugBank,DB00277
Clotrimazole,2C8,inhibitor,Not Specified,DrugBank,DB00257
Diethylstilbestrol,2C8,inhibitor,Not Specified,DrugBank,DB00255
Phenytoin,2C8,"substrate, inducer",Not Specified,DrugBank,DB00252
Dapsone,2C8,substrate,Not Specified,DrugBank,DB00250
Temazepam,2C8,substrate,Not Specified,DrugBank,DB00231
Lovastatin,2C8,inhibitor,Not Specified,DrugBank,DB00227
Torasemide,2C8,substrate,Not Specified,DrugBank,DB00214
Ticlopidine,2C8,inhibitor,Not Specified,DrugBank,DB00208
Pyrimethamine,2C8,inhibitor,Not Specified,DrugBank,DB00205
Caffeine,2C8,substrate,Not Specified,DrugBank,DB00201
Troglitazone,2C8,"substrate, inhibitor",Not Specified,DrugBank,DB00197
Bortezomib,2C8,inhibitor,Not Specified,DrugBank,DB00188
Nicotine,2C8,substrate,Not Specified,DrugBank,DB00184
Pravastatin,2C8,inhibitor,Not Specified,DrugBank,DB00175
Cholecalciferol,2C8,inhibitor,Not Specified,DrugBank,DB00169
Cyclosporine,2C8,inhibitor,Not Specified,DrugBank,DB00091
Aldesleukin,2E1',inhibitor,Not Specified,DrugBank,DB00041
Enfuvirtide,2E1',substrate,Not Specified,DrugBank,DB00109
S-Adenosylmethionine,2E1',inhibitor,Not Specified,DrugBank,DB00118
Folic Acid,2E1',substrate,Not Specified,DrugBank,DB00158
Menadione,2E1',substrate,Not Specified,DrugBank,DB00170
Fluvoxamine,2E1',substrate,Not Specified,DrugBank,DB00176
Nicotine,2E1',"substrate, inhibitor",Not Specified,DrugBank,DB00184
Caffeine,2E1',substrate,Not Specified,DrugBank,DB00201
Sildenafil,2E1',"substrate, inhibitor",Not Specified,DrugBank,DB00203
Ticlopidine,2E1',inhibitor,Not Specified,DrugBank,DB00208
Citalopram,2E1',substrate,Not Specified,DrugBank,DB00215
Enflurane,2E1',substrate,Not Specified,DrugBank,DB00228
Dapsone,2E1',substrate,Not Specified,DrugBank,DB00250
Diethylstilbestrol,2E1',inhibitor,Not Specified,DrugBank,DB00255
Clotrimazole,2E1',inhibitor,Not Specified,DrugBank,DB00257
Sulfanilamide,2E1',inhibitor,Not Specified,DrugBank,DB00259
